Lism,Lism Swifttail |,Male |,43 |,Drake |,Alive |,Liscor |,Izril |,Liscor |,Mayor | Merchant |,Non-combat |,https://wiki.wanderinginn.com/images/b/b9/Lism_Councilmember_by_DemonicCriminal.png,1,1764,1
Zevara,Zevara Sunderscale | Captain Z |,Female |,28 |,Drake |,Alive |,Liscor | Liscor's City Watch |,Izril |,Liscor |,Guard |,Leader | Warrior |,https://wiki.wanderinginn.com/images/1/1e/Zevara_portrait_by_Demonic_Criminal.png,1,3128,1
Selys,Selys Shivertail |,Female |,21 |,Drake |,Alive |,Liscor's Adventurer Guild | Liscor,Izril |,Liscor |,Secretary |,Non-combat |,https://wiki.wanderinginn.com/images/0/0b/Selys_by_flauschesoeckchen.PNG_%282%29.png,1,4809,1
Relc,Relc Grasstongue | The Gecko of Liscor |,Male |,40 |,Drake |,Alive |,Liscorian Army | Liscor's City Watch |,Izril |,Liscor | The Wandering Inn | Cellidel |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/3/33/Relc.png,1,6554,1
Teriarch,Teriarch | Terrium Archelis Dorishe | Teriarch | Teriarch soth Verines | Teriarch of Kerozel | The Lord of Flame | Dragonlord of Flame | High Eminence Teriarch | Starfire Dragon of Iltanus | Ward-Regent of Voltail | Lord of Pyres | Champion of Ashen Wings | Doom of Amerital Goolm | Grand Magus Eldavin | Demsleth | Teri | Hot Thing | Old Smoker | Old Fool | Mr. Dragonlord of Burning Things |,Male |,58000 |,Dragon |,Alive |,Magnolia Reinhart | Immortals,Izril |,High Passes |,Noble |,Mage |,https://wiki.wanderinginn.com/images/8/87/Teriarch_webcomic.jpg,1,2911,1
Gazi,Gazi Pathseeker | Gazi the Omniscient | Gazi of Reim | Dunestalker | Adventurer Pathseeker |,Female |,,Half-Gazer |,Alive |,Reim | Seven |,Chandrar | Izril |,Reim |,Adventurer | Vassal |,Rogue |,https://wiki.wanderinginn.com/images/8/8b/Gaziattackcolor-by-pkay.png,1,2369,1
Orthenon,Orthenon | King of Destruction's Left Hand | Steward of Destruction |,Male |,70 |,Human |,Alive |,Reim | Seven |,Chandrar | Isles |,Drath | Reim |,Vassal | Soldier |,Warrior |,,1,1246,1
Flos,Flos Reimarch | The King of Destruction | The Sleeping King | King of Reim | Flos of Reim | King of Bandages |,Male |,44 |,Human |,Alive |,Reim | Seven |,Chandrar |,Reim |,Monarch | Royal |,Warrior | Leader |,https://wiki.wanderinginn.com/images/1/1e/Flos_Reimarch_by_Jason_Yao.jpg,1,5574,1
Persua,Persua Alcherie Mavva |,Female |,,Human |,Alive |,Runner's Guild |,Izril |,Celum |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/3/36/Persua_byLeChatDemon.jpg,1,1209,1
Ryoka,Ryoka Dawning Griffin | Batman | Wind Runner | Wind Runner of Reizmelt | Windfriend | Sunburst | Windy Girl | Windy Girl of Ailendamus |,Female |,21 |,Human |,Alive |,Runner's Guild | Earthers,Izril | Baleros | Terandria |,North Izril | Elvallian | Ailendamus,Runner | Courier |,Non-combat |,https://wiki.wanderinginn.com/images/d/d6/Ryoka_Portrait_by_LeChatDemon.jpg,1,29765,1
Krshia,Krshia Silverfang | Silvermouth |,Female |,41 |,Gnoll |,Alive |,Silverfang Tribe | Liscor |,Izril |,Liscor |,Mayor | Merchant |,Non-combat |,https://wiki.wanderinginn.com/images/8/8a/Krshia_by_LeChatDemon.jpg,1,4130,1
Octavia,Octavia Cotton | Stitch-girl | Octavia the Very Panicked |,Female |,,String Person |,Alive |,Stitchworks | The Wandering Inn | Fellowship of the Inn |,Izril | Chandrar |,Nerrhavia's Fallen | Celum | The Wandering Inn |,Alchemist |,Non-combat |,https://wiki.wanderinginn.com/images/c/cd/Octavia_cutout_by_auspiciousOctopi.jpg,1,2408,1
Erin,Erin Solstice | The Crazy Human Innkeeper | The Crazy Human of Liscor | Crazy Innkeeper of Liscor | [Innkeeper] of Liscor | Innkeeper of Solstice | Destroyer | Deceiver | 'Joseph' | Sky | Goblinfriend of Izril | Grandmaster of Scales | Innkeeper of Scales | Lady Chaos | The Damsel of Drama | The Harbinger of Hilarity | That damn Human | The daughter of disarray | That agent of chaos |,Female |,21 |,Human |,Alive |,The Wandering Inn | Earthers,Izril | Baleros | Kasignel |,The Wandering Inn | Kasignel |,Innkeeper |,Mage |,https://wiki.wanderinginn.com/images/thumb/3/38/Erin_official_by_ArtsyNada.webp/1878px-Erin_official_by_ArtsyNada.webp.png,1,62543,1
Drassi,Drassi Tewing | Reporter Drassi | That Drake |,Female |,,Drake |,Alive |,The Wandering Inn | Wistram News Network |,Izril |,Liscor | Pallass |,Secretary | Innkeeper | News |,Non-combat |,https://wiki.wanderinginn.com/images/4/4f/M13Fame_by_Brack.jpg,1,1857,1
Reiss,Reiss | Goblin Lord | Apprentice |,Male |,14 |,Goblin |,Deceased |,Az'kerash |,Izril |,North Izril |,Noble |,Mage | Leader |,https://wiki.wanderinginn.com/images/0/01/Reiss_and_Spider_by_Jawjee.jpg,1,3586,2
Zel,Zel Shivertail | Tidebreaker | Lineholder General | The legendary General of the Line |,Male |,,Drake |,Deceased |,Magnolia Reinhart | Liscor |,Izril |,Liscor |,General |,Leader | Warrior |,https://wiki.wanderinginn.com/images/e/e4/Zel%2C_By_Artsy_Nada_%28Cutout_%2B_Edit%29.jpg,1,2603,2
Lyonette,Lyonette du Marquin | Lyon | Lyon Solstice | Lionette Solstice | Lyonette the Fiery | Princess of the Hearth | Lyonette the Extremely Stressed | Heartbreaker Lyonette |,Female |,18 |,Human |,Alive |,Calanfer | The Wandering Inn | House Marquin |,Izril |,The Wandering Inn | Calanfer |,Innkeeper | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/a/ad/Lyon_by_Stephanie_Chen.jpg,1,14184,2
Niers,Niers Astoragon | The Titan of Baleros | Titan of Swamps and Jungle | The Marsh-parter | Professor | The World's Smallest Strategist | Tallman of Baleros |,Male |,50 |,Fraerling |,Alive |,Forgotten Wing Company | Titan's School | Fellowship of the Inn |,Baleros |,Elvallian |,Strategist | Noble |,Leader |,https://wiki.wanderinginn.com/images/5/5b/Niers_portrait_by_sirduckless.jpg,1,5901,2
Halrac,Halrac Everam | Halrac the Grim |,Male |,,Human |,Deceased |,Griffon Hunt | Order of Solstice,Izril |,The Wandering Inn | Riverfarm | North Izril |,Adventurer | Knight |,Archer |,https://wiki.wanderinginn.com/images/c/cf/Halrac_upperhalf_by_MG.jpg,1,2720,2
Moore,Moore of Raithland | Moore | Farwalker |,Male |,31 |,Half-Giant |,Deceased |,Halfseekers |,Izril |,The Wandering Inn |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/9/95/Moore_by_MG.jpg,1,1490,2
Jelaqua,Jelaqua Ivirith | Ivirith the Tempest |,Female |,58 |,Selphid |,Alive |,Halfseekers |,Izril |,The Wandering Inn | Pallass |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/e/e4/Jelaqua-by-artsynada.jpg,1,2267,2
Garen,Garen Redfang |,Male |,14 |,Hobgoblin | Goblin |,Deceased |,Halfseekers | Redfang Tribe |,Izril |,North Izril |,Chieftain | Adventurer |,Warrior | Leader |,https://wiki.wanderinginn.com/images/0/0c/Garen_by_Pkay.png,1,2415,2
Trey,Trey Atwood | Troy Atlas | Worm Guy |,Male |,17 |,Human |,Alive |,Reim | Earthers,Chandrar | Wistram |,Reim | Wistram |,Vassal |,Mage |,https://wiki.wanderinginn.com/images/4/4e/Trey_Selfie_portrait_by_auspiciousOctopi.jpg,1,6691,2
Teresa,Teresa Atwood | Teres |,Female |,17 |,Human |,Alive |,Reim | Earthers,Chandrar |,Reim |,Vassal | Soldier |,Warrior |,https://wiki.wanderinginn.com/images/6/66/Teres.png,1,2410,2
Mars,Mars the Illusionist | Mars | Eternal Gladiator |,Female |,,Human |,Alive |,Reim | Seven |,Chandrar |,Reim |,Vassal | Soldier |,Warrior |,https://wiki.wanderinginn.com/images/9/97/Mars_by_pkay.png,1,1233,2
Ilvriss,Ilvriss Gemscale | Wall Lord Ilvriss | Employer I |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Leader |,https://wiki.wanderinginn.com/images/a/aa/Ilvriss-by-curry.png,1,4525,2
Mrsha,Mrsha du Marquin | Doombringer | Doombearer | Mrsha | Mrsha of the Stone Spears Tribe | Mrsha of The Wandering Inn | Mrsha the Great and Terrible | Mrsha the White | Mrsha the.... | Wielder of the Erin's Fire | Guardian of the Inn | Mri | [Prince] Merton the Fabulous |,Female |,8 |,Gnoll |,Alive |,The Wandering Inn |,Izril |,The Wandering Inn |,Druid | Child |,Mage |,https://wiki.wanderinginn.com/images/0/0a/Mrsha_by_ccyan.jpg,1,17670,2
Kevin,Kevin Hall | Kevin of Liscor |,Male |,,Human |,Deceased |,The Wandering Inn | Flooded Waters Tribe | Earthers,Izril |,Invrisil | The Wandering Inn | Esthelm |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/7/78/Kevin_by_MG.jpg,1,1941,7
Xrn,Xrniavxxel | Xrn | The Small Queen Xrn | Xrn of the Centenium |,Female |,,Antinium |,Alive |,Grand Hive | Free Antinium | Centenium,Izril |,Hivelands | High Passes |,Centenium | Prognugator | Monarch |,Mage |,https://wiki.wanderinginn.com/images/5/5c/Xrn_by_Enuryn.jpg,1,1275,3
Montressa,Montressa du Valeross | Mons |,Female |,,Human |,Alive |,Wistram |,Izril | Wistram | Terandria |,Wistram | The Wandering Inn |,Mage |,Mage |,https://wiki.wanderinginn.com/images/1/10/MontressaWithStaff_cutout_by_auspiciousoctopi.jpg,1,2750,3
Pyrite,Pyrite | Gold Stone Chieftain | Golden Goblin |,Male |,32 |,Hobgoblin | Goblin |,Deceased |,Flooded Waters Tribe |,Izril |,North Izril |,Chieftain |,Leader | Warrior |,https://wiki.wanderinginn.com/images/f/fa/Pyrite_by_Artsy_Nada.jpg,1,2133,3
Ivolethe,Ivolethe |,Female |,,Fae |,Alive |,Fae | Immortals,Avalon |,Avalon |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/3/36/Ivolethe-by-tomeo.jpg,1,1043,3
Ulvama,Ulvama |,Female |,29 |,Hobgoblin | Goblin |,Alive |,Flooded Waters Tribe | Fellowship of the Inn |,Izril | Baleros |,Dwarfhall's Rest | Goblinhome | The Wandering Inn |,Shaman |,Mage |,https://wiki.wanderinginn.com/images/9/9b/Ulvama_by_pkay.jpg,1,3553,3
Ylawes,Ylawes Byres | The Savior of Esthelm |,Male |,28 |,Human |,Alive |,House Byres | Silver Swords |,Izril |,Byres' Lands | New Lands |,Adventurer | Knight | Noble |,Warrior |,https://wiki.wanderinginn.com/images/f/fb/Ylawes-by-mg.jpg,1,2710,3
Hedault,Hedault |,Male |,30 |,Human |,Alive |,Horns of Hammerad |,Izril |,Invrisil |,Enchanter | Merchant |,Non-combat |,https://wiki.wanderinginn.com/images/b/b6/Hedault_by_mg.jpg,1,850,3
Badarrow,Badarrow |,Male |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe | The Wandering Inn | Fellowship of the Inn |,Izril | Baleros |,The Wandering Inn | Goblinhome |,Guard |,Archer |,https://wiki.wanderinginn.com/images/a/ae/Badarrow.jpg,1,1222,3
Numbtongue,Numbtongue |,Male |,6 |,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe | The Wandering Inn | Fellowship of the Inn |,Izril |,The Wandering Inn |,Guard | Bard |,Warrior |,https://wiki.wanderinginn.com/images/2/2a/Numbtongue_by_ArtsyNada.png,1,5833,3
Rabbiteater,Rabbiteater | Goblin Slayer | Ser Solstice | Lightherald of Calenfer | Ser Rabbiteater Solstice | Knight of Solstice | Rabbit Eater | Ser Rabbit | Rabbiteater of Champions |,Male |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe | The Wandering Inn | Order of Seasons | Order of Solstice |,Izril | Terandria | Baleros |,The Wandering Inn |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/0/07/Rabbiteater.jpg,1,4166,3
Geneva,Geneva Scala | Doctor | Last Light of Baleros |,Female |,25 |,Human |,Alive |,United Nations |  Forgotten Wing Company | Earthers,Baleros |,Talenqual | Gathering Citadel | Elvallian |,Doctor |,Non-combat |,https://wiki.wanderinginn.com/images/5/58/Geneva_by_Chalyon.jpg,1,5078,3
Laken,Laken Godart | Emperor Laken | Emperor of the Unseen | Emperor of Beasts | Protector of Durene's Cottage | Ruler of Riverfarm Village | L |,Male |,24 |,Human |,Alive |,Unseen Empire | Earthers,Izril |,Riverfarm |,Monarch |,Non-combat |,https://wiki.wanderinginn.com/images/9/9e/Laken_Godart_%28By_Miguel%29.jpg,1,3997,3
Durene,Durene Faerise |,Female |,,Half-Troll |,Alive |,Unseen Empire | Order of Solstice |,Izril |,Riverfarm |,Farmer | Vassal |,Warrior |,https://wiki.wanderinginn.com/images/6/6d/Durene.jpg,1,4317,3
Zelkyr,Zelkyr Amerwing | Archmage Zelkyr | Archmage of Golems | Zelkyr of Salazsar |,Male |,50 |,Drake |,Unknown |,Wistram | Az'kerash |,Wistram |,Wistram |,Archmage | Artisan | Mage |,Mage |,,1,481,3
Tyrion,Tyrion Veltras | Lord Tyrion | Lance of the North | Smiling Man |,Male |,28 |,Human |,Alive |,House Veltras |,Izril |,Veltras Lands |,Noble |,Warrior | Leader |,https://wiki.wanderinginn.com/images/a/aa/Tyrionveltras-by-monikaismywaifu.jpg,1,5453,4
Tamaroth,Tamaroth | God of Leaders and Rulers | God of Rulers | God of Leaders | The Man with the Beard | Bearded Leader | Tam | Tammy |,Male |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,,1,318,3
Elia,Elia Arcsinger | Kingslayer |,Female |,68 |,Half-Elf |,Alive |,Arcsinger's Bows | The Wandering Inn |,Terandria | Izril |,Gaiil-Drome | The Wandering Inn |,Adventurer |,Archer |,https://wiki.wanderinginn.com/images/7/7a/Arcsinger_%28Zoomed_In%29_by_auspiciousoctopi.jpg,1,1423,4
Foliana,Foliana | Three-Color Stalker | Stalker of Baleros | Supreme Muffin Commander |,Female |,50 |,Beastkin |,Alive |,Forgotten Wing Company |,Baleros |,Elvallian |,Assassin | General |,Rogue |,https://wiki.wanderinginn.com/images/9/91/Supreme_muffin_commander.png,1,1315,4
Luan,Luan Khumalo | Luan the Rower | The Rower of Talenqual | Luan the Olympian |,Male |,25 |,Human |,Alive |,Gravetender's Fist | United Nations | Earthers,Baleros |,Talenqual |,Courier | Runner |,Non-combat |,,1,2278,4
Ishkr,Ishkr Coresh Silverfang | Isk |,Male |,19 |,Gnoll |,Alive |,Silverfang Tribe | The Wandering Inn |,Izril |,Liscor | The Wandering Inn |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/6/6d/Ishkr_with_suit_cut_out_by_Butts.jpg,1,1844,4
Wiskeria,Wiskeria | Wis |,Female |,24 |,Human |,Alive |,Unseen Empire | Witches,Izril |,Riverfarm |,Witch | Adventurer | General | Vassal |,Mage |,https://wiki.wanderinginn.com/images/8/8d/Wiskeria_by_JohnDoe.jpg,1,3076,4
Quarass,Quarass | Emirea du Merrimorn |,Female |,13 |,Human |,Alive |,Reim | Germina,Chandrar |,Germina |,Monarch | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/5/58/Quarass.png,1,1921,5
Laedonius,Laedonius Deviy | God of Dance | God of the Dance | God of Meetings | God of Love | God of Dance and Love | God of Love and Meetings | The Gracious Dancer | The Lover | The Friend of the Divine | Patron of Art and Song | Smiling Man | Dancing Man |,Male |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,,1,228,8
Fetohep,Fetohep | King Fetohep | Eternal Majesty | Undying Majesty | Ruler of the Sands | Guardian of the Kingdom of Khelt in Death and Life | Client F | Protectorate of Jecrass | Horselord of the Windswept Lands |,Male |,653 |,Undead |,Active |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader | Warrior |,https://wiki.wanderinginn.com/images/0/0e/Fetohep_with_sword.png,1,3583,6
Chaldion,Chaldion Oliwing | Grand Strategist Chaldion | Cyclops of Pallass | One Eye Cyclops |,Male |,106 |,Drake |,Alive |,Pallass |,Izril |,Pallass |,Strategist |,Leader |,https://wiki.wanderinginn.com/images/6/6f/Chaldion_by_DemonicCriminal.jpg,1,1711,6
Saliss,Saliss Oliwing | Saliss of Lights | Saliss the Naked | That Naked Bastard | Pallass' Number One Nuisance | Pallass' one-Drake army | That Insane [Alchemist] | The Mad Drake of Pallass | Chaldion's heir of war | Onieva Oliwing |,Female |,,Drake |,Alive |,Pallass | Alchemist's Guild |,Izril |,Pallass |,Alchemist | Adventurer |,Rogue |,https://wiki.wanderinginn.com/images/f/f6/Saliss_by_DemonicCriminal.jpg,1,5417,6
Belavierr,Belavierr Donamia | Stitch Witch | Threadstealer | Temptress | Witch of Calamity | Great Witch of Calamity | Spider | Immortal Spider | The Spider of Lives | The Spider of Terandria | The Weaver of Terandria | The Mistress of Strands | Witch of Webs | Threadcutter | Threadbreaker | Threadbreaker of Stitchfolk | Stringbreaker | Eater of Threads | Busybody | Witch of Dread Pacts |,Female |,12000 |,Human |,Alive |,Witches | Az'kerash |,Izril | Terandria | Sea |,Unknown |,Witch |,Mage |,https://wiki.wanderinginn.com/images/8/87/Belavierr_book12.jpg,1,3686,6
Pelt,Pelt Dooristone |,Male |,120 |,Dwarf |,Alive |,Blacksmith's Guild | Pallass,Izril | Terandria |,Pallass | Esthelm |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/2/22/Pelt_by_HolyChicken.png,1,1249,6
Fierre,Serafierre val Lischelle-Drakle | Fierre | Fierre the Opener | Cougher | Bloody Secrets |,Female |,26 |,Vampire | Human |,Alive |,Fellowship of the Inn | Drakle Family,Izril |,Reizmelt | Invrisil |,Crime |,Warrior |,https://wiki.wanderinginn.com/images/9/9f/Fierre_%282%29_by_Chalyon.png,1,2935,6
Raelt,Raelt Leysars | King Raelt | Raelt of Jecrass | King of Jecrass | King of Duels | Duelist King | Horselord of the Plains | Defender of Belchan |,Male |,40 |,Human |,Alive |,Jecrass |,Chandrar |,Jecrass |,Monarch | Royal |,Leader | Warrior |,https://wiki.wanderinginn.com/images/6/67/Raelt_Leysars.png,1,1972,6
Grimalkin,Grimalkin Duveig | Grimalkin the Sinew Magus | Grimalkin the Fist Mage | Grimalkin the Fist | Muscle Mage of Pallass | Magus G |,Male |,31 |,Drake |,Alive |,Pallass |,Izril |,Pallass |,Mage |,Mage |,https://wiki.wanderinginn.com/images/f/fd/Grimalkin_2_by_pkay.png,1,2782,6
Orjin,Orjin | Orjin of Pomle | Strongest of Pomle |,Male |,37 |,Human |,Alive |,Pomle |,Chandrar |,Pomle |,Mayor | Soldier |,Warrior | Leader |,https://wiki.wanderinginn.com/images/8/87/Orjin_portrait_by_DemonicCriminal.jpg,1,2382,6
Palt,Palt Fenrisol |,Male |,,Centaur |,Alive |,Wistram |,Izril |,The Wandering Inn | Liscor |,Mage |,Mage |,https://wiki.wanderinginn.com/images/2/27/Palt_by_Artsy_Nada.jpg,1,1980,6
Nanette,Nanette Weishart |,Female |,12 |,Human |,Alive |,Witches | Unseen Empire | The Wandering Inn |,Izril |,Riverfarm | The Wandering Inn |,Witch | Child |,Mage |,https://wiki.wanderinginn.com/images/0/06/Nanette_by_brack.jpg,1,2603,6
Maviola,Maviola |,Female |,1 |,Human |,Deceased |,House El |,Izril |,North Izril | The Wandering Inn |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/f/f1/Maviola_by_auspiciousOctopi.jpg,1,4383,7
Cara,Cara O'Sullivan | 'Humble Actor' | Queen of Pop | Siren of Songs | Baroness of the Beat | Singer of Terandria | Singer of Afiele | Gravesinger of Afiele | Sid |,Female |,24 |,Human |,Alive |,Earthers |,Terandria |,Noelictus | Ailendamus |,Performer |,Non-combat |,https://wiki.wanderinginn.com/images/0/07/Cara_O%E2%80%99Sullivan_by_ArtsyNada.jpg,1,1233,7
Valeterisa,Valeterisa Imarris | Archmage Valeterisa | Archmage of Izril | Valley | Anabelle |,Female |,65 |,Human |,Alive |,Fissival | The Adventurer's Haven | Wistram,Izril |,The Wandering Inn | Adventurer's Haven |,Archmage | Mage |,Mage |,https://wiki.wanderinginn.com/images/6/6a/Vally_by_mg.jpg,1,3581,7
Oberon,Oberon | Faerie King | The Lord of the Glades | The Walker of the Forests | The Eldest | The Stag King | Green King | King of Avalon | Ruler of the Fae | The Eternal Trickster | The King of Faeries | Lord of the Beasts | Ruler of the Seelie Court | Green Lord |,Male |,,Fae |,Alive |,Fae | Immortals,Avalon |,Avalon |,God |,God |,,1,342,7
Silvenia,Silvenia Ettertree | Death of Magic | Silvenia of Ages | Silvenia of Demons | Silvenia the Traitor | Silvenia the Deathless | Archmage of Terandria | Archmage of Elves | Archmage of Demon's Bane | Archmage of the Forgotten Era | Archmage of Demons | Archmage of Magic | Archmage of Magic's Ire | Archmage of Hell | Islandbreaker | The Traitor of Terandria | Curse of Elves | Traitor of Elves | The fallen [Archmage] of Wistram |,Female |,5600 |,Half-Elf |,Alive |,Demon Kingdom | Deathless |,Rhir | Terandria |,Demon Kingdom | Avel |,Death | Archmage | Mage |,Mage |,https://wiki.wanderinginn.com/images/d/de/Silvenia%27s_portrait_by_Maoxfhan.jpg,1,1293,7
Emerrhain,Emerrhain | God of Scholars and Magic | God of Magic and Studies | God of Magic | God of Studies | God of Secrets | The Wise Man | The Man with the Book |,Male |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,,1,211,7
Norechl,Norechl | Deity of the Forgotten | God of the Forgotten | God of Forgotten Things | God of Seekers | God of the Lost | God of Nothing | Dead God of Lost Things | First of the Lost | First of Nothing | Furthest Traveller | Lost Thing |,Nonbinary |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,https://wiki.wanderinginn.com/images/4/49/Norechel_by_Relia.png,1,212,8
Eldavin,Eldavin | Grand Magus Eldavin | Archmage of Memory |,Male |,200 |,Half-Elf |,Alive |,Wistram |,Wistram |,Wistram |,Archmage | Mage |,Mage |,https://wiki.wanderinginn.com/images/1/1e/Eldavin_portrait_by_DemonicCriminal.png,1,2935,7
Nerrhavia,Nerrhavia | Tyrant of Cloth | Tyrant of the Woven Citadel | Ruler of the Woven Citadel | Tyrant of Sands | Tyrant of Chandrar | Immortal Tyrant | Immortal Queen | Suzerain of Cloth | Ruler of Clothkind | Twisted Chamberlain of the Lacreous Courts | Empress Nerrhavia |,Female |,1000 |,String Person |,Alive |,Nerrhavia's Fallen | Az'kerash |,Izril | Chandrar | Kasignel |,Nerrhavia's Fallen | Bloodfields | Kasignel |,Monarch | Royal |,Leader |,https://wiki.wanderinginn.com/images/4/4d/Nerrhavia_by_ArtsyNada.png,1,2260,8
