Orthenon,Orthenon | King of Destruction's Left Hand | Steward of Destruction |,Male |,70 |,Human |,Alive |,Reim | Seven |,Chandrar | Drath |,Drath | Reim |,Vassal | Soldier |,Warrior |,,1,1246,1
Flos,Flos Reimarch | The King of Destruction | The Sleeping King | King of Reim | Flos of Reim | King of Bandages |,Male |,44 |,Human |,Alive |,Reim | Seven |,Chandrar |,Reim |,Monarch | Royal |,Warrior | Leader |,https://wiki.wanderinginn.com/images/1/1e/Flos_Reimarch_by_Jason_Yao.jpg,1,5574,1
Persua,Persua Alcherie Mavva |,Female |,,Human |,Unknown |,Runner's Guild |,Izril |,Celum |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/3/36/Persua_byLeChatDemon.jpg,1,1209,1
Ryoka,Ryoka Dawning Griffin | Batman | Wind Runner | Wind Runner of Reizmelt | Windfriend | Sunburst | Windy Girl | Windy Girl of Ailendamus |,Female |,21 |,Human |,Alive |,Runner's Guild | Earthers,Izril | Baleros | Terandria |,North Izril | Elvallian | Ailendamus | Savere,Runner | Courier |,Non-combat |,https://wiki.wanderinginn.com/images/d/d6/Ryoka_Portrait_by_LeChatDemon.jpg,1,29765,1
Krshia,Krshia Silverfang | Silvermouth |,Female |,41 |,Gnoll |,Alive |,Silverfang Tribe | Liscor |,Izril |,Liscor |,Mayor | Merchant |,Non-combat |,https://wiki.wanderinginn.com/images/8/8a/Krshia_by_LeChatDemon.jpg,1,4130,1
Octavia,Octavia Cotton | Stitch-girl | Octavia the Very Panicked |,Female |,,String Person |,Alive |,Stitchworks | The Wandering Inn | Fellowship of the Inn |,Izril | Chandrar |,Nerrhavia's Fallen | Celum | The Wandering Inn |,Alchemist |,Non-combat |,https://wiki.wanderinginn.com/images/c/cd/Octavia_cutout_by_auspiciousOctopi.jpg,1,2408,1
Erin,Erin Solstice | The Crazy Human Innkeeper | The Crazy Human of Liscor | Crazy Innkeeper of Liscor | [Innkeeper] of Liscor | Innkeeper of Solstice | Destroyer | Deceiver | 'Joseph' | Sky | Goblinfriend of Izril | Grandmaster of Scales | Innkeeper of Scales | Lady Chaos | The Damsel of Drama | The Harbinger of Hilarity | That damn Human | The daughter of disarray | That agent of chaos |,Female |,21 |,Human |,Alive |,The Wandering Inn | Earthers,Izril | Baleros |,The Wandering Inn |,Innkeeper |,Mage |,https://wiki.wanderinginn.com/images/thumb/3/38/Erin_official_by_ArtsyNada.webp/1878px-Erin_official_by_ArtsyNada.webp.png,1,62543,1
Drassi,Drassi Tewing | Reporter Drassi | That Drake |,Female |,,Drake |,Alive |,The Wandering Inn | Wistram News Network |,Izril |,Liscor | Pallass |,Secretary | Innkeeper | News |,Non-combat |,https://wiki.wanderinginn.com/images/4/4f/M13Fame_by_Brack.jpg,1,1857,1
Othius,Othius IV | Blighted King |,Male |,200 |,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Monarch | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/9/92/Blighted-king-by-boboplushie.jpg,2,591,1
Belgrade,Belgrade |,Male |,,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Strategist |,Leader |,,2,1092,1
Anand,Anand | Anand the [Strategist] |,Male |,,Antinium |,Deceased |,Free Antinium |,Izril |,Liscor |,Strategist |,Leader |,,2,1320,1
Garry,Garry |,Male |,,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/2/27/Garry_by_flauschesoeckchen.PNG,2,991,1
Tkrn,Tkrn Silverfang |,Male |,,Gnoll |,Alive |,Liscor's City Watch | Silverfang Tribe |,Izril |,Liscor |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/c/c3/Tkrn-by-pkay.jpg,2,1158,1
Ressa,Ressa | Dagger of House Reinhart | The Flowered Blade of the North | The Bloom of Drath | Maid-Assassin | Deadly Elegance | The Invisible Edge | The Ninja of Izril | Lioness of the Five Families | The Edged Creler | The Unstoppable Woman |,Female |,,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Maid | Assassin |,Warrior |,https://wiki.wanderinginn.com/images/a/ad/Ressa_by_pkay_cutout.png,2,1668,1
Garia,Garia Strongheart | Celum's [Martial Artist] |,Female |,20 |,Human |,Alive |,Runner's Guild | Fellowship of the Inn |,Izril |,Celum |,Runner |,Warrior |,https://wiki.wanderinginn.com/images/7/77/Garia_by_LeChatDemon.jpg,2,1551,1
Theofore,Theofore |,Male |,,Human |,Alive |,Assassin's Guild | Magnolia Reinhart |,Izril |,Invrisil |,Assassin |,Rogue |,,3,99,1
Coretine,Coretine | Blighted Queen | Coretine the First |,Female |,36 |,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Monarch | Royal | Soldier |,Non-combat |,https://wiki.wanderinginn.com/images/6/64/Blighted-queen-by-boboplushie.jpg,3,63,1
Xevccha (Free Queen),Xevccha | Queen of the Free Antinium | Free Queen |,Female |,250 |,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Monarch |,Leader |,https://wiki.wanderinginn.com/images/b/b2/Free_Queen_posing_by_LeChat_lesser.jpg,3,800,1
Gerial,Gerial Doerisel |,Male |,,Human |,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/7/7e/Hunt_Gerial_by_DemonicCriminal.jpg,3,541,1
Ysara,Ysara Byres | Silver Trader | Silver Merchant |,Female |,,Human |,Alive |,House Byres |,Izril |,Byers' Lands | Great Plains |,Merchant | Noble |,Non-combat |,,3,591,1
Tekshia,Tekshia Shivertail | Tekshia the Spearmaster |,Female |,84 |,Drake |,Deceased |,Liscor | Liscor's Adventurer's Guild,Izril |,Liscor |,Adventurer | Secretary |,Warrior |,https://wiki.wanderinginn.com/images/1/12/Tekshia_outlined_by_DemonicCriminal.jpg,3,585,1
Jeiss,Jeiss Sielmark |,Male |,,Drake |,Deceased |,Liscor's City Watch |,Izril |,Liscor |,Mayor | Guard |,Warrior |,,3,358,1
Beilmark,Beilmark | Senior Guardswoman Beilmark | Honored Beilmark |,Female |,,Gnoll |,Alive |,Liscor's City Watch |,Izril |,Liscor |,Guard |,Warrior |,,3,349,1
Fals,Fals Lenestre | Fleetfoot Fals |,Male |,23 |,Human |,Alive |,Runner's Guild | Fellowship of the Inn |,Izril |,Celum |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/7/74/M6_run_by_Butts.png,3,731,1
Sostrom,Sostrom Reidez |,Male |,30 |,Human |,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/5/52/Sostrom_by_DemonicCriminal.jpg,4,116,1
Red,Red | Red |,Female |,22 |,Human |,Alive |,Earthers |,Rhir |,Blighted Kingdom |,Hero |,Non-combat |,,5,284,1
Cervial,Cervial |,Male |,,Human |,Deceased |,Flawless Flight |,Izril |,Invrisil |,Adventurer |,Archer |,,5,110,1
Beatrice,Beatrice Stogrehn |,Female |,29 |,Dullahan |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,307,1
Knight,Knight |,Male |,,Antinium |,Deceased |,Free Antinium |,Izril |,Liscor |,Stategist |,Leader |,,6,3408,1
Marian (Horns of Hammerad),Marian |,Female |,,Human |,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,6,2550,1
Zoe,Zoe |,Female |,,Human |,Unknown |,Laken Godart |,North America |,San Francisco |,Layabout |,Non-combat |,,6,9,1
Belsc,Belsc |,Male |,,Drake |,,Liscor's City Watch |,Izril |,Liscor |,Guard |,Warrior |,,6,2,1
Marian (The Americans),Marian |,Female |,,Human |,Deceased |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Non-combat |,,7,2550,1
Calabrian,Calabrian |,Nonbinary |,,Antinium |,Deceased |,Erin's Chess Club |,Izril |,Liscor |,Strategist |,Non-combat |,,7,6,1
Terr,Terr |,Male |,,Human |,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,7,5,1
Coblat,Coblat |,Male |,,,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,7,2,1
Grimsore,Grimsore |,Male |,,,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,7,2,1
Toriska,,,,,,Bad Character,,,,,,9,107,1
Buleth,,,,,,,,,,,,9,55,1
King Arthur,,,,,,,,,,,,9,39,1
Warsh,,,,,,,,,,,,9,33,1
Stenei,,,,,,,,,,,,9,20,1
Rometh,,,,,,,,,,,,9,11,1
Goeln,,,,,,,,,,,,9,8,1
Yvony,,,,,,,,,,,,9,7,1
Charlez,,,,,,,,,,,,9,5,1
Tellgre,,,,,,,,,,,,9,4,1
Pestrom,,,,,,,,,,,,9,4,1
Twodeals,,,,,,,,,,,,9,3,1
Ylss,,,,,,,,,,,,9,2,1
Perial,,,,,,,,,,,,9,2,1
Peminac,,,,,,,,,,,,9,1,1
Hendric,,,,,,,,,,,,9,1,1
Terbore,,,,,,,,,,,,9,1,1
Tshana,,,,,,,,,,,,9,1,1
Ulgrim,,,,,,,,,,,,9,1,1
Eterell,,,,,,,,,,,,9,1,1
Claudiel,,,,,,,,,,,,9,1,1
Goblin Chieftain,Goblin Chieftain |,Male |,,Hobgoblin | Goblin |,Deceased |,Flooded Waters Tribe |,Izril |,Liscor |,Chieftain |,Leader |,https://wiki.wanderinginn.com/images/6/63/GoblinChief_by_LeChatDemon.jpg,10,168,1
Reiss,Reiss | Goblin Lord | Apprentice |,Male |,14 |,Ghost |,Deceased |,Az'kerash |,Izril |,North Izril |,Noble |,Mage | Leader |,https://wiki.wanderinginn.com/images/0/01/Reiss_and_Spider_by_Jawjee.jpg,1,3586,2
Zel,Zel Shivertail | Tidebreaker | Lineholder General | The legendary General of the Line |,Male |,,Drake |,Deceased |,Magnolia Reinhart | Liscor |,Izril |,Liscor |,General |,Leader | Warrior |,https://wiki.wanderinginn.com/images/e/e4/Zel%2C_By_Artsy_Nada_%28Cutout_%2B_Edit%29.jpg,1,2603,2
Hawk,Hawk | Hawk of Liscor | Hawk the Hare of Liscor | Hawk the Coward |,Male |,,Beastkin |,Alive |,Liscor | Runner's Guild |,Izril |,Liscor |,Courier | Runner |,Non-combat |,https://wiki.wanderinginn.com/images/1/1f/Hawk.jpg,2,596,2
Marian (Strategist),Marian Felthof |,Female |,,Centaur |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,2552,2
Reynold,Reynold Ferusdam | [Butler] |,Male |,,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Vassal |,Warrior |,,3,1089,2
Wesle,Wesle Salkie | Fuzzylips,Male |,,Human |,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer |,Non-combat |,,3,577,2
First Grand Queen,First Grand Queen | The 1st Grand Queen | First Queen |,Female |,7000 |,Antinium |,Deceased |,Unaffiliated |,Rhir |,Demon Kingdom |,Monarch |,Leader |,,4,61,2
Lyonette,Lyonette du Marquin | Lyon | Lyon Solstice | Lionette Solstice | Lyonette the Fiery | Princess of the Hearth | Lyonette the Extremely Stressed | Heartbreaker Lyonette |,Female |,18 |,Human |,Alive |,Calanfer | The Wandering Inn | House Marquin |,Izril |,The Wandering Inn | Calanfer |,Innkeeper | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/a/ad/Lyon_by_Stephanie_Chen.jpg,1,14184,2
Niers,Niers Astoragon | The Titan of Baleros | Titan of Swamps and Jungle | The Marsh-parter | Professor | The World's Smallest Strategist | Tallman of Baleros |,Male |,50 |,Fraerling |,Alive |,Forgotten Wing Company | Titan's School | Fellowship of the Inn |,Baleros |,Elvallian |,Strategist | Noble |,Leader |,https://wiki.wanderinginn.com/images/5/5b/Niers_portrait_by_sirduckless.jpg,1,5901,2
Halrac,Halrac Everam | Halrac the Grim |,Male |,,Human |,Deceased |,Griffon Hunt | Order of Solstice,Izril |,The Wandering Inn | Riverfarm | North Izril |,Adventurer | Knight |,Archer |,https://wiki.wanderinginn.com/images/c/cf/Halrac_upperhalf_by_MG.jpg,1,2720,2
Moore,Moore | Moore of Raithland | Farwalker |,Male |,31 |,Half-Giant |,Deceased |,Halfseekers |,Izril |,The Wandering Inn |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/9/95/Moore_by_MG.jpg,1,1490,2
Jelaqua,Jelaqua Ivirith | Ivirith the Tempest |,Female |,58 |,Selphid |,Alive |,Halfseekers |,Izril |,The Wandering Inn | Pallass |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/e/e4/Jelaqua-by-artsynada.jpg,1,2267,2
Garen,Garen Redfang |,Male |,14 |,Hobgoblin | Goblin |,Deceased |,Halfseekers | Redfang Tribe |,Izril |,North Izril |,Chieftain |,Warrior | Leader |,https://wiki.wanderinginn.com/images/0/0c/Garen_by_Pkay.png,1,2415,2
Trey,Trey Atwood | Troy Atlas | Worm Guy |,Male |,17 |,Human |,Alive |,Reim | Earthers,Chandrar |,Reim |,Vassal |,Mage |,https://wiki.wanderinginn.com/images/4/4e/Trey_Selfie_portrait_by_auspiciousOctopi.jpg,1,6691,2
Teresa,Teresa Atwood | Teres |,Female |,17 |,Human |,Alive |,Reim | Earthers,Chandrar |,Reim |,Vassal | Soldier |,Warrior |,https://wiki.wanderinginn.com/images/6/66/Teres.png,1,2410,2
Mars,Mars | Mars the Illusionist | Eternal Gladiator |,Female |,,Human |,Alive |,Reim | Seven |,Chandrar |,Reim |,Vassal | Soldier |,Warrior |,https://wiki.wanderinginn.com/images/9/97/Mars_by_pkay.png,1,1233,2
Ilvriss,Ilvriss Gemscale | Wall Lord Ilvriss | Employer I |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/a/aa/Ilvriss-by-curry.png,1,4525,2
Mrsha,Mrsha | Doombringer | Doombearer | Mrsha du Marquin | Mrsha of the Stone Spears Tribe | Mrsha of The Wandering Inn | Mrsha the Great and Terrible | Mrsha the White | Mrsha the.... | Wielder of the Erin's Fire | Guardian of the Inn | Mri | [Prince] Merton the Fabulous |,Female |,8 |,Gnoll |,Alive |,The Wandering Inn |,Izril |,The Wandering Inn |,Druid | Child |,Mage |,https://wiki.wanderinginn.com/images/0/0a/Mrsha_by_ccyan.jpg,1,17670,2
Kevin,Kevin Hall | Kevin of Liscor |,Male |,,Human |,Deceased |,The Wandering Inn | Flooded Waters Tribe | Earthers,Izril |,Invrisil | The Wandering Inn | Esthelm |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/7/78/Kevin_by_MG.jpg,1,1941,2
Venitra,Venitra | Regrika Blackpaw |,Female |,10 |,Undead |,Active |,Az'kerash | Chosen |,Izril |,Bloodfields |,Soldier | Vassal |,Warrior |,https://wiki.wanderinginn.com/images/1/1c/Venitra_by_DemonicCriminal.jpg,2,789,2
Thomas,Thomas Trautmann | Tom | Clown of Rhir | The Clown |,Male |,20 |,Human |,Alive |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Warrior | Rogue |,https://wiki.wanderinginn.com/images/e/e9/Tom_by_JohnDoe.jpg,2,591,2
Typhenous,Typhenous | Plague Mage | Typhenous the Plague | Typhenous the Plague Mage | Typhenous the Plague Knife | Typhenous the Face | Typhenous Face | Typh | Typhy |,Male |,52 |,Human |,Alive |,Griffon Hunt |,Izril |,Riverfarm |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/9/9a/Typhoid_by_MG.jpg,2,1302,2
Revi,Revi |,Female |,20 |,String Person |,Alive |,Griffon Hunt |,Izril |,The Wandering Inn | North Izril |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/5/5e/Revi_by_Butts_%28Cutout%29.png,2,1604,2
Seborn,Seborn Sailwinds |,Male |,,Drowned Person |,Alive |,Halfseekers |,Izril |,The Wandering Inn |,Adventurer | Pirate |,Rogue |,https://wiki.wanderinginn.com/images/8/8f/Seborn_2_by_DemonicCriminal.jpg,2,1262,2
Venaz,Venaz | Venaz of Hammerad | Venaz of the Beriad | Sir Bull | Sea Cow |,Male |,,Minotaur |,Alive |,House of Minos | Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,1742,2
Brunkr,Brunkr Silverfang |,Male |,,Gnoll |,Deceased |,Silverfang Tribe | Order of Solstice |,Izril |,Liscor |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/c/c7/Brunkr_by_flauschesoeckchen.PNG,2,424,2
Imani,Imani | Imani-cook |,Female |,19 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | The Wandering Inn | Liscor |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/a/aa/Imani_by_Artsy_Nada.jpg,2,1040,2
Rose,Rose Cinevoy | 'Rose' |,Female |,18 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | Great Plains |,Mage |,Non-combat |,https://wiki.wanderinginn.com/images/4/4e/Rose.jpg,2,2404,2
Joseph,"Joseph Ortega | Mr. Soccer | Joseph, the [Kicker] | Joseph the Soccer Player | Coach Joseph |",Male |,19 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | The Wandering Inn |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/d/d3/Joseph_by_Tomeo.jpg,2,1218,2
Umina,Umina Caxical | Urrexa |,Female |,19 |,Lizardfolk |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,1244,2
Aaron,Aaron Vanwell | BlackMage |,Male |,19 |,Human |,Alive |,Wistram | Earthers,Wistram |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/e/ea/Aarons_Vanwell_by_MG.jpg,2,1037,2
Agnes,Agnes | Miss Agnes |,Female |,35 |,Human |,Alive |,Celum |,Izril |,Celum |,Innkeeper |,Non-combat |,,3,428,2
Krsysl,Krsysl Wordsmith |,Male |,,Drake |,Alive |,Magnolia Reinhart |,Izril |,Salazsar |,Intellect | Layabout |,Non-combat |,,3,82,2
Kerash,Kerash | Kerasil |,Male |,,Undead |,Active |,Az'kerash | Chosen |,Izril |,New Lands |,Chieftain |,Warrior |,,3,218,2
Bea,Bea |,Female |,10 |,Undead |,Active |,Az'kerash | Chosen |,Izril |,Bloodfields |,Vassal |,Warrior |,,3,307,2
Richard,Richard Davenport | Coach |,Male |,20 |,Human |,Alive |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier | Hero |,Warrior |,https://wiki.wanderinginn.com/images/a/a2/Richard-portrait-by-cortz.jpg,3,717,2
Emily,Emily | Waterbender |,Female |,20 |,Human |,Unknown |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier | Hero |,Mage |,,3,155,2
Kent Scott,Kent Scott |,Male |,,Human |,Alive |,Earthers | Roshal,Chandrar |,Roshal |,Slave |,Non-combat |,,3,40,2
Ulrien,Ulrien Sparson |,Male |,,Human |,Deceased |,Griffon Hunt |,Izril |,The Wandering Inn |,Adventurer |,Warrior |,,3,355,2
Prophet,Prophet | Prophet |,Male |,,Human |,Alive |,Unaffiliated |,Chandrar |,Zeikhal |,Priest |,Priest |,,3,61,2
Grev,Grev Redigal | Grev the Player |,Male |,13 |,Human |,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer | Crime |,Non-combat |,https://wiki.wanderinginn.com/images/d/d9/Grev_by_Enuryn.png,3,434,2
Takhatres,"Takhatres | Takhatres, Lord of the Skies |",Male |,,Garuda |,Alive |,Reim | Seven |,Chandrar |,Reim |,Vassal |,Warrior |,https://wiki.wanderinginn.com/images/f/f9/Takhatres_by_flauschesoeckchen.PNG,3,304,2
Drevish,Drevish | The King's Architect |,Male |,,Human |,Deceased |,Reim | Seven |,Chandrar |,Reim |,Smith | Vassal |,Non-combat |,,3,278,2
Mihaela,Mihaela Godfrey | The Courier of the First Antinium Wars | Speed Herself |,Female |,57 |,Human |,Alive |,Runner's Guild | The Adventurer's Haven,Izril |,First Landing |,Courier | Runner |,Warrior |,https://wiki.wanderinginn.com/images/3/37/Mihaela_by_Brack.jpg,3,715,2
Periss,Periss Veldant |,Female |,,Drake |,Deceased |,Salaszar |,Izril |,Salazsar |,Soldier |,Leader |,https://wiki.wanderinginn.com/images/9/93/Periss_by_LiRe.jpg,3,175,2
Loran,Loran Grimnar |,Male |,,Human |,Alive |,Earthers |,Baleros |,Lorandia |,Monarch |,Non-combat |,,4,121,2
Maran,Maran |,Female |,,Human |,Alive |,The Frenzied Hare |,Izril |,Celum |,Innkeeper |,Non-combat |,,4,174,2
Safry,Safry |,Female |,22 |,Human |,Alive |,The Frenzied Hare | The Wandering Inn |,Izril |,Celum |,Innkeeper |,Non-combat |,,4,216,2
Leon,Leon |,Male |,,Human |,Alive |,Earthers | Wistram |,Izril |,Invrisil | The Wandering Inn | Wistram |,Layabout |,Non-combat |,,4,150,2
